Code,Tweet
Anti-Roseanne,@lldubs ABC knew Roseanne's long history of racism and hired her anyway. https://t.co/etqfn1OAlP
Anti-Roseanne,If only we could cancel the president as easily as we did Roseanne.
Anti-Roseanne,So
Anti-Roseanne,@therealroseanne Think before you tweet ya idiot!!!
Anti-Roseanne,@therealroseanne Oops
Neither,LastManStanding
Pro-Roseanne,@marthamaccallum @therealroseanne @RealCandaceO Terrible!  Just because they don't agree with her?  Typical
Pro-Roseanne,The truth is that if .@therealroseanne had insulted  @IvankaTrump instead
Neither,Roseanne' canceled after star's controversial comments - ABC News - https://t.co/jnsrmsPBbQ via @ABC Jesus is brown.
Anti-Roseanne,My hat is off to @ABCNetwork for making the right move to pull the plug on @RoseanneOnABC . Again @therealroseanne... https://t.co/npLVxd8qVf
Neither,@juanadamas95 @Only4RM @iamwandasykes @RoseanneOnABC @therealroseanne @ValerieJarrett If bored
Neither,Behavior that once would've rightly destroyed careers now gets rewarded. It's America in 2018. @ABCNetwork
Neither,Roseanne' Canceled at ABC https://t.co/K89GbussZY via @variety
Neither,@therealroseanne What did she tweet exactly?
Neither,Starbucks
Pro-Roseanne,@boshine9 @RobertIger @ABC They hated Roseanne because she said positive comments about the President. They only wa... https://t.co/AalU4mFMND
Neither,@MichaelSkolnik @Charlie_Carver @ABC @Disney @therealroseanne I'm okay with it. The writing hasn't been up to the s... https://t.co/DhgYeVGPmc
Neither,@mariachong I think you're absolutely right. But I think more conservatives just give up on media in general. Or re... https://t.co/zWh8qAsnJN
Neither,@therealroseanne https://t.co/YMWIcQPAeG
Anti-Roseanne,@therealroseanne CANCELED  GOOD!!!
Anti-Roseanne,@67jewelCDH @summer7570          @therealroseanne come 2 Canada we have a real place for you an igloo jail on a melting i... https://t.co/rYEvJ7fUbS
Neither,@KTHopkins @therealroseanne  https://t.co/8qvu0qVRPw
Anti-Roseanne,people really shocked that Roseanne would say some racist shit
Neither,AgentsofSHIELD
Anti-Roseanne,Roseanne just effd up everybody's money.
Neither,@Thomas1774Paine If you are aligning with hollywood you fun this risk regardless of the potential upside. I wouldn'... https://t.co/wJkwbDFQ4E
Neither,BREAKING: ABC cancels Roseanne after 'abhorrent
Anti-Roseanne,@therealroseanne Comparing a black person to an ape is beyond racist! That came from anger and hate
Anti-Roseanne,@therealroseanne I'm Glad Roseanne Got Canceld..
Neither,@therealroseanne @LizCrokin My brother is on the left
Neither,@HOFJack21 @andygh26 @Milliron681 @soonerrick @debralynnsmith3 @therealroseanne Really? English doesn't appear to b... https://t.co/Zy5HkCX7C0
Neither,@mojopo @therealroseanne @ChelseaClinton @OpenSociety Check you fact checking. Snopes is controlled by guess who?
Pro-Roseanne,@JennyJohnsonHi5 Roseanne isn't a racist.
Pro-Roseanne,@FoxNews
Anti-Roseanne,@RealAlexJones @therealroseanne You're a dipshit.
Neither,ABC Has Canceled 'Roseanne' After Her Racist Tweet About Valerie Jarrett https://t.co/duaOmPCTZR
Neither,@JackPosobiec @realDonaldTrump @therealroseanne Why?
Pro-Roseanne,@therealroseanne Don't leave because you were right! She is all those things and more! Those sick communist!
Pro-Roseanne,Roseanne The double standard is unreal. What a stupid thing to say but if a dumbcrat says the same thing it gets swept under the rug.
Anti-Roseanne,@therealroseanne bahhhhhhh
Anti-Roseanne,@therealroseanne Next project - 'How to lose a show in 64 days' starring Roseanne Barr
Neither,Roseanne' Canceled at ABC https://t.co/0SOKF4HKiS
Anti-Roseanne,racist
Neither,@nicwil75 @DaddyFems @JakeSherman @therealroseanne What's she got to do with this?
Neither,Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments
Pro-Roseanne,@silverstealth1 @therealroseanne @ABCNetwork @ValerieJarrett I agree about race but @therealroseanne DID APOLOGIZE... https://t.co/wn6t3ILLnJ
Anti-Roseanne,@therealroseanne I wonder how your castmates feel about you ruining they're future.....
Anti-Roseanne,Fuck Roseanne fat ass
Pro-Roseanne,@Mjhall412 @RealTrumpLady @POTUS @therealroseanne Not to mention the black comedians constantly making white jokes!... https://t.co/QPuLAwjzax
Pro-Roseanne,@Jamierodr10 @therealroseanne So @RoseanneOnABC is canceled due to bad tweets
Neither,@ClayTravis @redsoxceltics01 @KeithOlbermann @realDonaldTrump @espn @therealroseanne You're reaching so much...that... https://t.co/A4lGqRuRp6
Neither,New: ABC cancels 'Roseanne' after TV star tweets racial slur https://t.co/OL94kyh69U
Anti-Roseanne,Thank you
Neither,Namaste
Anti-Roseanne,@therealroseanne See ya!
Pro-Roseanne,Whoever decided to cancel Roseanne
Anti-Roseanne,You are absolutely allowed to speak your mind. That's the first amendment.  But when you spit hate
Anti-Roseanne,Lol get wrecked Roseanne
Pro-Roseanne,@therealroseanne No Roseanne do no apologize
Neither,@TomArnold Wait
Pro-Roseanne,@ABC Roseanne is the best sitcom on TV right now.  You made a huge mistake and I wont watch ANY ABC shows from now on.   ABC is dead to me.
Anti-Roseanne,@therealroseanne Ahhhh ol dumbass girl     fucked around and got your show canceled
Anti-Roseanne,These are the kind of consequences that are too often missing in the public sphere. Well deserved
Neither,@GenAugustoP ABC just cancelled Roseanne's show.
Neither,@soonerrick @BethB1213 @therealroseanne @ABCNetwork Yawn ... get rekt
Anti-Roseanne,ABC has CANCELED the  'Roseanne' show. Way to go ABC!     Decent &amp; respectful Americans ~ Thank you for raising the bar above a racist fray.
Neither,@TamsManke @JimmyKimmelLive @therealroseanne @ABCNetwork @georgesoros you're the one shrieking about it on twitter... https://t.co/UHud1VIqFF
Neither,@Plantflowes @IamRoyalOcean1 @LevineJonathan @ABCNetwork Oh now you are being racist and judging of people who watc... https://t.co/UNOnAujt0S
Neither,@ColsonBrad @rickygervais @therealroseanne Hey Brad
Anti-Roseanne,@therealroseanne You are living proof that you can take the 'trash' out of the 'trailer' BUT you can't take the 'tr... https://t.co/wDrKEHzF99
Pro-Roseanne,@TheMarkPantano @ABCNetwork @therealroseanne 'against our standards'....from the station that brings you the staph... https://t.co/cxLBvfkuqc
Pro-Roseanne,@CNN Roseanne is a beautiful person we have a right to speak freely i mean come on she a comedian people
Neither,MAGA
Neither,@AmandaNHardwic1 @AJMallinckrodt @CaughtYa164 @therealroseanne Is that why the 'christian-reich' is so full of rapi... https://t.co/k2OSilYRb1
Neither,Roseanne's declining ratings made the decision easy for @abc @WaltDisneyCo @RobertIger https://t.co/d7ikqpbh1n
Pro-Roseanne,@therealroseanne Everyone makes mistakes. Roseanne you are Awesome! Maybe Fox will pick up your show. It needs to continue!
Pro-Roseanne,@THEsaragilbert You were a nothing without Roseanne.  Only you can express your opinion?
Neither,@MortuaryMercs @therealroseanne Can't stand ha!
Pro-Roseanne,So where RAPISTS and PEDOPHILES are PROTECTED and REVERED
Neither,@therealroseanne https://t.co/JEdZil4TYw
Pro-Roseanne,@therealroseanne YOUR MISTAKE WAS TO APOLOGIZE!!! NEVER EVER SAY SORRY TO THE DEMENTED DEMOCRATS
Neither,"@LoriGingrich @superman0169 @andygh26 @HOFJack21 @Milliron681 @soonerrick @debralynnsmith3 @therealroseanne Call him a ""looser"""
Anti-Roseanne,roseanne barf.
Neither,@RoyMooresHorse @therealroseanne @iamjohnoliver Oh wait I didn't catch that you're a horse lol sorry
Neither,Katy Tur of MSNBC wonders aloud whether Roseanne outrage translates as outrage at all outside NewYorkWashingtonChic... https://t.co/3rPkD1ihDP
Anti-Roseanne,@DJTeamSky @FoxNews You are if you think racist jokes are okay
Neither,@DEERAILOKC @ajahny @Milliron681 @andygh26 @soonerrick @debralynnsmith3 @therealroseanne Michelle Obama.
Anti-Roseanne,@therealroseanne Tom Arnold was right
Neither,Roseanne' Canceled at ABC Following Racist Tweet - The Hollywood Reporter https://t.co/OKxMWhYdvQ
Anti-Roseanne,@NotJackKemp KO calling someone a psychopath and Roseanne being racist are slightly on different levels.
Anti-Roseanne,Looking forward to a bunch of goopy-looking MAGA dorks pretending they watched Roseanne.
Anti-Roseanne,@iamtimfoley They'll find other work. I just hope Roseanne doesn't
Neither,@sh_irredeemable @TheRealHublife @therealroseanne You haven't already? Nothing new
Anti-Roseanne,@therealroseanne With your last flurry of racist remarks
Pro-Roseanne,ABC cancels Roseanne following star's controversial comments this is hypocrisy! Roseanne gave breaks to Africa... https://t.co/2Yn0UltSa0
Pro-Roseanne,@ABCNetwork  you can cancel Roseanne over her statement but continue to let Joy Behar and view crew walk all over C... https://t.co/V8Ms2Mb4x9
Anti-Roseanne,@wiselatinaslink @ABCNetwork @therealroseanne Just wondering if her CLEAR past history of racism and bigatory was i... https://t.co/KlsBjFCk3o
Anti-Roseanne,@therealroseanne Good riddance!!
Pro-Roseanne,@ABCNetwork Wow...I guess freedom of speech is officially dead in this country. Fall in line or be punished. I am t... https://t.co/P6yRI0j3cE
Anti-Roseanne,@JamesKosur @Twitter @therealroseanne Just read they did. Good. Now our Commander in Chief should be cancelled!!!
Pro-Roseanne,@therealroseanne Do not apologize to that trash! Leftist trash Has called Sarah Sanders and Melania Trump every nam... https://t.co/AAGyY8GeuM
Pro-Roseanne,@TheProposalTV @ABCNetwork @JessePalmerTV You'll keep this garbage on you bunch of bitches.
Neither,cnn
Pro-Roseanne,@therealroseanne Freedom of speech is dead. I hope you keep fighting for what you believe. We will support you to the end!
Neither,@SAndrewFrazier @ben_techpro @therealroseanne 'reagan conservative btw'
Neither,@symmo1969 @DJSeanHaley @SQLKohai @DonCheadle @RoseanneOnABC @therealroseanne Should I be fired for yelling at my boss?
Neither,USA TODAY: Wanda Sykes pulls out from 'Roseanne' following Roseanne Barr's racially-charged tweet. https://t.co/dtm06XYQtF
Neither,@MarcSilvahh @mojopo @mehransharmini @therealroseanne @ChelseaClinton @OpenSociety I think she's saying 'no' because it's not true.
Pro-Roseanne,@Ladies4Trump20 @GartrellLinda @seanhannity @therealroseanne Going to boycott ABC for canceling Roseanne over a stu... https://t.co/lZOC55h9WQ
Anti-Roseanne,https://t.co/MF2OOZceXV  Good!!! Fuck racist @therealroseanne
Neither,@therealroseanne Good.
Anti-Roseanne,@therealroseanne Delete your account.
Anti-Roseanne,@chrisb_writer @andygh26 @Milliron681 @soonerrick @debralynnsmith3 @therealroseanne She is a power whore
Neither,@therealroseanne  https://t.co/HMYSIPxRYh
Neither,@JackiSchechner @kathygriffin @therealroseanne Oh please...
Neither,Fox News | BREAKING NEWS: Roseanne has been canceled following its... https://t.co/NmHkH8IQL0 https://t.co/AY39n0FJ9q
Neither,@therealroseanne Jesus these people now a days         \u200d
Anti-Roseanne,People like @therealroseanne embolden others to insult and abuse others based upon the color of their ski... https://t.co/0K5dPP3DiN
Neither,usatodaylife: RT SaraMoniuszko: 'Roseanne's Twitter statement is abhorrent
Anti-Roseanne,@therealroseanne cut herself on her own edge. Roseanne
Anti-Roseanne,Ahhhh
Anti-Roseanne,@soonerrick @Lani6400 @therealroseanne Ah; another Trumper bigot. Always good to find them. Keeps my block finger in good shape.
Pro-Roseanne,@MichaelKotick @therealroseanne Yep on hate from the left is allowed!!!
Pro-Roseanne,Roseanne So much for the Lefty's fight for freedom of speech!  People really need to learn what Racism means. Rosea... https://t.co/BelQplEdjT
Neither,@tmshrout @AliceEvansGruff @ClaireSplan @michaeljknowles @therealroseanne @PressSec My point was to the original na... https://t.co/n1XkYfYaiY
Pro-Roseanne,@therealroseanne NEVER APOLOGISE.   Censorship is the devil. These liberal lunatics want to silence free speech for... https://t.co/GYH4SnwmX2
Neither,ABC axes hit sitcom Roseanne over racist tweet row https://t.co/LYYUBXJNQr https://t.co/CYzlZHGOQK
Neither,@therealroseanne  https://t.co/tRuzzhqrlc
Anti-Roseanne,@therealroseanne You suck at life. I'm glad Tom Arnold took you to the cleaners. You're complete scum.
Anti-Roseanne,@therealroseanne Bye bye for good. One less racist with a forum. STFU for good.
Anti-Roseanne,@stewravitz @THEsaragilbert @therealroseanne @ABCNetwork Wtf... And of course
Anti-Roseanne,If any other network or streaming service picks up Roseanne... https://t.co/rZa4OfsOzW
Anti-Roseanne,@therealroseanne hahahaha you fat ugly cunt
Neither,Abortion rights in Ireland
Anti-Roseanne,HAHAHHAHAHHAAHAH ROSEANNE CANCELLED! The good guys won today :)
Anti-Roseanne,ABC canceled Roseanne at least 9 episodes too late.  Good riddance.
Anti-Roseanne,@therealroseanne Such shameful statements. How can you be so hateful? Stop.
Anti-Roseanne,Don't you see? @TheRealRoseanne was the racist friend we made along the way.
Neither,@Amy_Siskind @politico @therealroseanne @RoseanneOnABC reasoning for myself
Anti-Roseanne,@therealroseanne I hear @FoxNews is looking for a minority affairs contributor. Right up your alley!
Neither,TheVerge
Pro-Roseanne,I am so tired of the left....we are already living in Commie-Comeyism. Hollywood is full of everything we don't wan... https://t.co/WwtLk9NzEG
Pro-Roseanne,@therealroseanne Liberals don't deserve an apology because they never accept them! They will use your apology again... https://t.co/iMqYoZBoC2
Neither,@bleudawn7 @jdd2169 @AnonymissFire @104SONADOR @AMluvinit2 @42Gnome @AWorldOutOfMind @ad_gent2012 @AntiRacism4Eva... https://t.co/WJVI4z4Bii
Anti-Roseanne,Well done ABC https://t.co/4uqefIPyRI
Anti-Roseanne,Since I don't TV but I still find it modestly comforting.
Anti-Roseanne,The age on lesson .... there are consequences to your actions @therealroseanne SMH
Anti-Roseanne,@therealroseanne Good riddance! You're absolute garbage.
Anti-Roseanne,How many people lost their job today because of stupid @therealroseanne s big giant racist mouth?   How long until... https://t.co/2vi8oxBTby
Neither,@queengost We are completely defeated as of this moment! I had so much hope after Q and I feel like nothing when it... https://t.co/zY75vGrQTm
Anti-Roseanne,@therealroseanne Coming from someone who degrade's the national anthem and then touches their croch
Neither,BBC News - ABC drops Roseanne show after racist tweet https://t.co/ItJFvemvVh BAM
Neither,Hollywood Reacts to Roseanne Barr's Valerie Jarrett Tweet: 'Millions Are Traumatized' https://t.co/F41bsHUyRT via @BreitbartNews
Neither,@therealroseanne @Rumfolo @ChelseaClinton @OpenSociety  https://t.co/JkMpCsbIT7
Anti-Roseanne,@ChelseaClinton abc just said they are canceling the show Roseanne. I think they did the right thing but I feel bad... https://t.co/KOHDgRoyly
Neither,MAGA
Anti-Roseanne,This makes me so happy. Cannot stand @therealroseanne  https://t.co/MvJg1fodzv
Pro-Roseanne,@Da_Godfather907 @MomJar1 I canceled Netflix and now no ABC! I'm fine with that
Anti-Roseanne,Should've never brought her show back.... RT @_vidabella: Roseanne fucked it up for her entire cast ..
Neither,@JackPosobiec @realDonaldTrump @therealroseanne Um no
Neither,@therealroseanne https://t.co/vP2dAWuVkw
Neither,Resistance
Anti-Roseanne,@therealroseanne Waaaay too little too late. If you were really sorry for your bad taste you would never have said... https://t.co/jYCoHs9V6q
Anti-Roseanne,good riddance. bye roseanne.  https://t.co/Zy8JTf6Iun
Anti-Roseanne,Why am I just now learning this Bitch Roseanne is batshit crazy?
Anti-Roseanne,@therealroseanne And don't come fucking back hoe
Anti-Roseanne,"@therealroseanne In the words of Maya Angelou ""When someone shows you who they are"
Neither,@kick_ass_kris  'Roseanne' canceled: ABC axes comedy after comedian's tweet https://t.co/XNOvSyCArt
Neither,@LaVitaBella1114 @USAHotLips @President1Trump @ABC @therealroseanne @ArizonaKayte @carrieksada_ @KatTheHammer1... https://t.co/5DooMkVrnM
Neither,Music
Neither,@LisaMei62 @racephenom @therealroseanne That's cause they are all hypocrites
Anti-Roseanne,Shame about Roseanne. Racist 65 year old white women are so hard to come by these days.
Anti-Roseanne,@therealroseanne We don't forgive nazi supporters
Pro-Roseanne,@JTMYVA @la700 @therealroseanne Also
Anti-Roseanne,Yep. Greg Gutfeld is calling Roseanne's tweets 'wacky stuff' and a 'mistake.'
Anti-Roseanne,don't praise abc for canceling roseanne now lol
